OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Disability_Population_Total_Civilian_Noninstitutionalized,Disability_Population_Total_Under18_Civilian_Noninstitutionalize,Disability_TCNPop_With_A_Disability,Percent_Disability_TCNPop_With_A_Disability,Disability_Population_TCNPop_Age_Under_5,Disability_TCNPop_AgeUnder5_With_A_Disability,Percent_Disability_TCNPop_AgeUnder5_With_A_Disability,Disability_Population_TCNPop_Age5to17,Disability_TCNPop_Age5to17_With_A_Disability,Percent_Disability_TCNPop_Age5to17_With_A_Disability,Disability_Population_TCNPop_Age0to17,Disability_TCNPopAge0to17_With_A_Disability,Percent_Disability_TCNPop_Age0to17_With_A_Disability,Disability_TCNPop_With_A_Hearing_Difficulty,Percent_Disability_TCNPop_With_A_Hearing_Difficulty,Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Hearing_Difficulty_Under18,Disability_TCNPop_With_A_Vision_Difficulty,Percent_Disability_TCNPop_With_A_Vision_Difficulty,Disability_TCNPop_With_A_Vision_Difficulty_Under18,Percent_Disability_TCNPop_With_A_Vision_Difficulty_Under18,Disability_Population_TCNPop_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Cognitive_Difficulty_Age517,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age_Over,Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Percent_Disability_TCNPop_With_An_Ambulatory_Difficulty_Age517,Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age_Over_4,Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Percent_Disability_TCNPop_With_A_Self_Care_Difficulty_Age517,Disability_Population_TCNPop_Age_Over_17,Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty,Percent_Disability_TCNPop_AgeOver17_With_An_IndLiving_Difficulty
92,08083969400,"Census Tract 9694, Montezuma County, Colorado",08083969400,MONTEZUMA,4162,1227.7,4162,1180,676,16.2,242,29,12,938,13,1.4,1180,0,0,155,3.7,29,2.5,140,3.4,6,0.5,3920,327,8.3,7,0.7,359,9.2,7,0.7,112,2.9,7,0.7,2982,332,11.1
93,08083969100,"Census Tract 9691, Montezuma County, Colorado",08083969100,MONTEZUMA,3807,11.8,3747,810,709,18.9,219,0,0,591,74,12.5,810,51,6.8,157,4.2,0,0,138,3.7,9,1.1,3528,217,6.2,43,7.3,380,10.8,22,3.7,33,0.9,0,0,2937,156,5.3
94,08083969200,"Census Tract 9692, Montezuma County, Colorado",08083969200,MONTEZUMA,2974,6.1,2974,668,509,17.1,146,0,0,522,39,7.5,668,38,5.3,218,7.3,12,1.8,118,4,14,2.1,2828,144,5.1,0,0,273,9.7,13,2.5,194,6.9,13,2.5,2306,196,8.5
95,08083969000,"Census Tract 9690, Montezuma County, Colorado",08083969000,MONTEZUMA,3094,8.4,3094,576,442,14.3,165,0,0,411,51,12.4,576,61,8.3,205,6.6,8,1.4,77,2.5,16,2.8,2929,162,5.5,43,10.5,221,7.5,8,1.9,51,1.7,18,4.4,2518,143,5.7
96,08083969600,"Census Tract 9696, Montezuma County, Colorado",08083969600,MONTEZUMA,5051,38.4,5046,961,894,17.7,134,14,10.4,827,57,6.9,961,44,4.1,435,8.6,43,4.5,135,2.7,0,0,4912,203,4.1,28,3.4,469,9.5,29,3.5,170,3.5,29,3.5,4085,242,5.9
97,08083969300,"Census Tract 9693, Montezuma County, Colorado",08083969300,MONTEZUMA,5141,319.5,5070,1030,914,18,434,0,0,596,46,7.7,1030,13,1.8,407,8,19,1.8,145,2.9,0,0,4636,328,7.1,46,7.7,357,7.7,19,3.2,160,3.5,19,3.2,4040,177,4.4
98,08003960000,"Census Tract 9600, Alamosa County, Colorado",08003960000,ALAMOSA,1637,3,1637,377,351,21.4,123,0,0,254,4,1.6,377,4,1.3,154,9.4,0,0,70,4.3,0,0,1514,117,7.7,4,1.6,179,11.8,4,1.6,41,2.7,4,1.6,1260,141,11.2
99,08003960100,"Census Tract 9601, Alamosa County, Colorado",08003960100,ALAMOSA,2785,17.2,2785,732,456,16.4,242,0,0,490,34,6.9,732,26,3.4,226,8.1,18,2.5,97,3.5,6,0.8,2543,132,5.2,20,4.1,229,9,4,0.8,93,3.7,18,3.7,2053,118,5.7
100,08091967600,"Census Tract 9676, Ouray County, Colorado",08091967600,OURAY,4653,8.6,4653,685,550,11.8,124,0,0,561,0,0,685,0,0,272,5.8,0,0,74,1.6,0,0,4529,143,3.2,0,0,257,5.7,0,0,88,1.9,0,0,3968,157,4
101,08033000100,"Census Tract 1, Dolores County, Colorado",08033000100,DOLORES,1736,1.6,1736,361,390,22.5,63,0,0,298,22,7.4,361,18,5,199,11.5,0,0,75,4.3,0,0,1673,161,9.6,18,6,213,12.7,4,1.3,63,3.8,0,0,1375,149,10.8
102,08109977600,"Census Tract 9776, Saguache County, Colorado",08109977600,SAGUACHE,3387,1.2,3369,594,635,18.8,89,0,0,505,38,7.5,594,16,2.6,229,6.8,0,0,224,6.6,0,0,3280,254,7.7,28,5.5,338,10.3,10,2,58,1.8,0,0,2775,222,8
103,08109977700,"Census Tract 9777, Saguache County, Colorado",08109977700,SAGUACHE,2951,7.6,2951,809,521,17.7,243,0,0,566,13,2.3,809,22,2.6,188,6.4,13,1.6,148,5,0,0,2708,84,3.1,0,0,334,12.3,0,0,67,2.5,0,0,2142,106,4.9
104,08105976700,"Census Tract 9767, Rio Grande County, Colorado",08105976700,RIO GRANDE,5141,299.2,5017,1497,824,16.4,368,0,0,1129,27,2.4,1497,64,4.6,202,4,0,0,96,1.9,0,0,4649,434,9.3,27,2.4,615,13.2,0,0,195,4.2,0,0,3520,309,8.8
105,08105977000,"Census Tract 9770, Rio Grande County, Colorado",08105977000,RIO GRANDE,4515,5.1,4515,900,687,15.2,250,12,4.8,650,35,5.4,900,16,1.7,358,7.9,18,2,164,3.6,25,2.8,4265,178,4.2,16,2.5,369,8.7,0,0,63,1.5,12,1.8,3615,186,5.1
106,08105976800,"Census Tract 9768, Rio Grande County, Colorado",08105976800,RIO GRANDE,1774,419.4,1704,314,425,24.9,82,0,0,232,10,4.3,314,52,12.1,175,10.3,0,0,99,5.8,0,0,1622,81,5,10,4.3,265,16.3,0,0,36,2.2,0,0,1390,100,7.2
107,08077001706,"Census Tract 17.06, Mesa County, Colorado",08077001706,MESA,6275,3031.4,6263,1771,1210,19.3,559,0,0,1212,184,15.2,1771,141,8.8,175,2.8,17,1,290,4.6,0,0,5704,647,11.3,167,13.8,470,8.2,0,0,120,2.1,0,0,4492,344,7.7
108,08077001707,"Census Tract 17.07, Mesa County, Colorado",08077001707,MESA,5883,3129.3,5883,1458,1232,20.9,348,0,0,1110,228,20.5,1458,178,12.5,172,2.9,13,0.9,200,3.4,0,0,5535,657,11.9,201,18.1,520,9.4,0,0,305,5.5,14,1.3,4425,364,8.2
109,08077001001,"Census Tract 10.01, Mesa County, Colorado",08077001001,MESA,4820,2351.2,4724,966,1104,23.4,248,0,0,718,35,4.9,966,35,3.8,632,13.4,0,0,339,7.2,35,3.6,4476,346,7.7,0,0,637,14.2,0,0,236,5.3,0,0,3758,607,16.2
110,08077000602,"Census Tract 6.02, Mesa County, Colorado",08077000602,MESA,4709,4709,4709,751,1001,21.3,276,0,0,475,167,35.2,751,221,22,254,5.4,0,0,226,4.8,0,0,4433,602,13.6,167,35.2,496,11.2,74,15.6,74,1.7,0,0,3958,197,5
111,08077000500,"Census Tract 5, Mesa County, Colorado",08077000500,MESA,3266,6948.9,3176,125,318,10,31,0,0,94,7,7.4,125,10,5.6,92,2.9,0,0,44,1.4,0,0,3145,126,4,7,7.4,147,4.7,0,0,36,1.1,0,0,3051,88,2.9
112,08077000400,"Census Tract 4, Mesa County, Colorado",08077000400,MESA,3647,2662,3641,621,533,14.6,165,0,0,456,13,2.9,621,0,0,228,6.3,0,0,102,2.8,0,0,3476,181,5.2,13,2.9,243,7,0,0,47,1.4,0,0,3020,113,3.7
113,08077001302,"Census Tract 13.02, Mesa County, Colorado",08077001302,MESA,4934,1713.2,4934,1063,787,16,259,0,0,804,37,4.6,1063,13,1.4,349,7.1,0,0,171,3.5,0,0,4675,279,6,29,3.6,308,6.6,13,1.6,136,2.9,13,1.6,3871,255,6.6
114,08077001102,"Census Tract 11.02, Mesa County, Colorado",08077001102,MESA,4581,2632.8,4581,1061,706,15.4,256,0,0,805,36,4.5,1061,13,1.2,287,6.3,0,0,95,2.1,11,1,4325,229,5.3,36,4.5,387,8.9,0,0,141,3.3,0,0,3520,287,8.2
115,08077000300,"Census Tract 3, Mesa County, Colorado",08077000300,MESA,1503,2683.9,1503,283,212,14.1,105,0,0,178,3,1.7,283,24,7,81,5.4,3,1.1,54,3.6,0,0,1398,100,7.2,3,1.7,117,8.4,0,0,50,3.6,0,0,1220,72,5.9
116,08077000200,"Census Tract 2, Mesa County, Colorado",08077000200,MESA,2106,5014.3,2064,497,279,13.5,137,0,0,360,0,0,497,0,0,46,2.2,0,0,27,1.3,0,0,1927,118,6.1,0,0,174,9,0,0,0,0,0,0,1567,20,1.3
117,08077001404,"Census Tract 14.04, Mesa County, Colorado",08077001404,MESA,4948,765.9,4948,826,618,12.5,126,0,0,700,0,0,826,0,0,269,5.4,0,0,215,4.3,0,0,4822,49,1,0,0,198,4.1,0,0,40,0.8,0,0,4122,46,1.1
118,08077001501,"Census Tract 15.01, Mesa County, Colorado",08077001501,MESA,13132,1811.3,13021,3336,1401,10.8,627,0,0,2709,49,1.8,3336,73,2.1,568,4.4,25,0.7,214,1.6,0,0,12394,530,4.3,24,0.9,548,4.4,0,0,234,1.9,0,0,9685,306,3.2
119,08077001403,"Census Tract 14.03, Mesa County, Colorado",08077001403,MESA,3573,1041.7,3573,763,390,10.9,206,0,0,557,19,3.4,763,29,3.9,139,3.9,0,0,77,2.2,0,0,3367,156,4.6,19,3.4,180,5.3,0,0,69,2,12,2.2,2810,120,4.3
120,08077001301,"Census Tract 13.01, Mesa County, Colorado",08077001301,MESA,8891,2370.9,8867,2276,1484,16.7,863,0,0,1413,270,19.1,2276,196,7.7,265,3,15,0.7,118,1.3,25,1.1,8004,858,10.7,230,16.3,662,8.3,0,0,243,3,13,0.9,6591,350,5.3
121,08077001002,"Census Tract 10.02, Mesa County, Colorado",08077001002,MESA,6736,1935.6,6666,1320,948,14.2,386,0,0,934,25,2.7,1320,13,1,477,7.2,0,0,246,3.7,0,0,6280,217,3.5,25,2.7,433,6.9,0,0,146,2.3,15,1.6,5346,296,5.5
122,08077000900,"Census Tract 9, Mesa County, Colorado",08077000900,MESA,2915,450.5,2879,716,238,8.3,330,25,7.6,386,44,11.4,716,49,8.8,74,2.6,25,3.5,62,2.2,25,3.5,2549,82,3.2,44,11.4,96,3.8,0,0,21,0.8,0,0,2163,31,1.4
123,08077001101,"Census Tract 11.01, Mesa County, Colorado",08077001101,MESA,7936,3743.4,7936,1805,1538,19.4,638,13,2,1167,80,6.9,1805,91,5.1,515,6.5,62,3.4,248,3.1,13,0.7,7298,571,7.8,0,0,855,11.7,13,1.1,271,3.7,31,2.7,6131,506,8.3
124,08077000800,"Census Tract 8, Mesa County, Colorado",08077000800,MESA,8933,1464.4,8506,2521,1246,14.6,590,0,0,1931,17,0.9,2521,13,0.5,520,6.1,0,0,260,3.1,0,0,7916,469,5.9,17,0.9,596,7.5,0,0,238,3,0,0,5985,474,7.9
125,08077000700,"Census Tract 7, Mesa County, Colorado",08077000700,MESA,3957,2931.1,3905,790,655,16.8,370,0,0,420,23,5.5,790,41,4.9,196,5,0,0,192,4.9,0,0,3535,328,9.3,23,5.5,320,9.1,0,0,103,2.9,0,0,3115,241,7.7
126,08077001900,"Census Tract 19, Mesa County, Colorado",08077001900,MESA,5173,3.1,5159,951,404,7.8,193,0,0,758,0,0,951,0,0,169,3.3,0,0,29,0.6,0,0,4966,81,1.6,0,0,169,3.4,0,0,56,1.1,0,0,4208,138,3.3
127,08077000601,"Census Tract 6.01, Mesa County, Colorado",08077000601,MESA,4291,4334.3,4197,1018,704,16.8,322,0,0,696,109,15.7,1018,13,1.7,248,5.9,0,0,50,1.2,0,0,3875,290,7.5,109,15.7,342,8.8,77,11.1,133,3.4,77,11.1,3179,137,4.3
128,08077001402,"Census Tract 14.02, Mesa County, Colorado",08077001402,MESA,5861,632.3,5861,1128,811,13.8,218,0,0,910,18,2,1128,0,0,364,6.2,0,0,199,3.4,0,0,5643,198,3.5,18,2,334,5.9,0,0,179,3.2,0,0,4733,223,4.7
129,08077001600,"Census Tract 16, Mesa County, Colorado",08077001600,MESA,3548,80.7,3533,657,405,11.5,96,0,0,561,12,2.1,657,11,1.4,206,5.8,0,0,67,1.9,12,1.8,3437,89,2.6,0,0,196,5.7,0,0,54,1.6,0,0,2876,88,3.1
130,08077001502,"Census Tract 15.02, Mesa County, Colorado",08077001502,MESA,7594,19.7,7594,1833,537,7.1,337,30,8.9,1496,10,0.7,1833,40,2.3,248,3.3,0,0,89,1.2,40,2.2,7257,170,2.3,0,0,178,2.5,0,0,80,1.1,0,0,5761,126,2.2
131,08077001703,"Census Tract 17.03, Mesa County, Colorado",08077001703,MESA,4366,2250.5,4366,1009,475,10.9,366,0,0,643,0,0,1009,0,0,196,4.5,0,0,55,1.3,0,0,4000,154,3.9,0,0,256,6.4,0,0,64,1.6,0,0,3357,135,4
132,08077001800,"Census Tract 18, Mesa County, Colorado",08077001800,MESA,3054,2.7,3054,705,447,14.6,198,0,0,507,24,4.7,705,32,4.7,198,6.5,0,0,120,3.9,12,1.7,2856,106,3.7,8,1.6,197,6.9,4,0.8,57,2,4,0.8,2349,54,2.3
133,08077001702,"Census Tract 17.02, Mesa County, Colorado",08077001702,MESA,4589,229.5,4526,895,891,19.7,190,0,0,705,65,9.2,895,63,6.9,281,6.2,0,0,143,3.2,0,0,4336,525,12.1,65,9.2,332,7.7,0,0,84,1.9,0,0,3631,419,11.5
134,08077001705,"Census Tract 17.05, Mesa County, Colorado",08077001705,MESA,5310,2026.7,5310,1289,772,14.5,283,0,0,1006,15,1.5,1289,17,1,228,4.3,0,0,121,2.3,0,0,5027,163,3.2,15,1.5,503,10,0,0,134,2.7,0,0,4021,268,6.7
135,08077001200,"Census Tract 12, Mesa County, Colorado",08077001200,MESA,2267,180.4,2267,397,312,13.8,115,0,0,282,38,13.5,397,30,9,106,4.7,0,0,35,1.5,5,1.3,2152,157,7.3,33,11.7,125,5.8,0,0,42,2,0,0,1870,41,2.2
136,08019014900,"Census Tract 149, Clear Creek County, Colorado",08019014900,CLEAR CREEK,2503,12.4,2410,338,185,7.7,54,0,0,284,0,0,338,4,1.2,67,2.8,0,0,31,1.3,0,0,2356,63,2.7,0,0,125,5.3,0,0,73,3.1,0,0,2072,73,3.5
137,08053973100,"Census Tract 9731, Hinsdale County, Colorado",08053973100,HINSDALE,820,0.7,820,148,168,20.5,29,7,24.1,119,10,8.4,148,10,6.7,64,7.8,9,6.1,27,3.3,8,5.4,791,67,8.5,2,1.7,76,9.6,0,0,38,4.8,0,0,672,58,8.6
138,08015000401,"Census Tract 4.01, Chaffee County, Colorado",08015000401,CHAFFEE,4895,13.3,4895,801,1019,20.8,109,0,0,692,29,4.2,801,22,2.6,308,6.3,0,0,200,4.1,0,0,4786,313,6.5,29,4.2,483,10.1,0,0,267,5.6,0,0,4094,203,5
139,08015000402,"Census Tract 4.02, Chaffee County, Colorado",08015000402,CHAFFEE,3777,21.3,2791,542,551,19.7,174,0,0,368,27,7.3,542,27,5.4,107,3.8,0,0,103,3.7,0,0,2617,236,9,27,7.3,277,10.6,0,0,101,3.9,0,0,2249,218,9.7
140,08015000100,"Census Tract 1, Chaffee County, Colorado",08015000100,CHAFFEE,2824,1857.9,2824,529,282,10,193,0,0,336,0,0,529,8,1.6,123,4.4,0,0,104,3.7,0,0,2631,45,1.7,0,0,100,3.8,0,0,64,2.4,0,0,2295,57,2.5
141,08015000200,"Census Tract 2, Chaffee County, Colorado",08015000200,CHAFFEE,4184,98.3,4001,572,741,18.5,103,0,0,469,72,15.4,572,10,1.8,369,9.2,0,0,133,3.3,0,0,3898,234,6,72,15.4,369,9.5,0,0,64,1.6,0,0,3429,163,4.8
142,08015000300,"Census Tract 3, Chaffee County, Colorado",08015000300,CHAFFEE,3138,7.4,3138,411,434,13.8,98,0,0,313,21,6.7,411,8,1.7,197,6.3,0,0,92,2.9,0,0,3040,114,3.8,21,6.7,171,5.6,0,0,75,2.5,0,0,2727,119,4.4
143,08111972600,"Census Tract 9726, San Juan County, Colorado",08111972600,SAN JUAN,569,1.5,569,94,71,12.5,30,0,0,64,0,0,94,0,0,28,4.9,0,0,14,2.5,0,0,539,32,5.9,0,0,52,9.6,0,0,8,1.5,0,0,475,30,6.3
144,08085966502,"Census Tract 9665.02, Montrose County, Colorado",08085966502,MONTROSE,3766,1238.8,3766,812,446,11.8,242,0,0,570,56,9.8,812,52,6.8,163,4.3,32,3.9,111,2.9,42,5.2,3524,179,5.1,56,9.8,225,6.4,36,6.3,72,2,43,7.5,2954,61,2.1
145,08085966601,"Census Tract 9666.01, Montrose County, Colorado",08085966601,MONTROSE,4692,719.6,4692,1212,565,12,324,0,0,888,6,0.7,1212,3,0.3,185,3.9,0,0,140,3,6,0.5,4368,108,2.5,0,0,214,4.9,0,0,90,2.1,0,0,3480,171,4.9
146,08085966602,"Census Tract 9666.02, Montrose County, Colorado",08085966602,MONTROSE,4664,20.8,4664,900,696,14.9,214,34,15.9,686,66,9.6,900,58,6.3,355,7.6,34,3.8,76,1.6,34,3.8,4450,229,5.1,46,6.7,292,6.6,12,1.7,121,2.7,27,3.9,3764,167,4.4
147,08085966201,"Census Tract 9662.01, Montrose County, Colorado",08085966201,MONTROSE,2423,6.5,2423,497,470,19.4,131,0,0,366,51,13.9,497,49,9.8,248,10.2,13,2.6,43,1.8,0,0,2292,99,4.3,34,9.3,222,9.7,0,0,116,5.1,30,8.2,1926,171,8.9
148,08085966503,"Census Tract 9665.03, Montrose County, Colorado",08085966503,MONTROSE,3506,123.7,3506,878,630,18,247,0,0,631,4,0.6,878,11,1.3,240,6.8,4,0.5,178,5.1,0,0,3259,113,3.5,4,0.6,379,11.6,0,0,80,2.5,0,0,2628,204,7.8
149,08085966501,"Census Tract 9665.01, Montrose County, Colorado",08085966501,MONTROSE,2895,12.3,2895,485,480,16.6,56,0,0,429,27,6.3,485,15,2.5,211,7.3,0,0,82,2.8,0,0,2839,124,4.4,27,6.3,312,11,27,6.3,111,3.9,27,6.3,2410,89,3.7
150,08085966202,"Census Tract 9662.02, Montrose County, Colorado",08085966202,MONTROSE,4586,18.2,4529,1269,793,17.5,288,0,0,981,73,7.4,1269,79,6,440,9.7,30,2.4,101,2.2,9,0.7,4241,262,6.2,37,3.8,254,6,10,1,116,2.7,10,1,3260,153,4.7
151,08085966100,"Census Tract 9661, Montrose County, Colorado",08085966100,MONTROSE,2203,2,2203,361,476,21.6,52,0,0,309,14,4.5,361,18,5,239,10.8,0,0,101,4.6,0,0,2151,139,6.5,14,4.5,217,10.1,0,0,67,3.1,0,0,1842,74,4
152,08085966400,"Census Tract 9664, Montrose County, Colorado",08085966400,MONTROSE,6087,2035.8,5936,1228,1235,20.8,250,0,0,978,144,14.7,1228,138,9.6,463,7.8,0,0,278,4.7,87,7.1,5686,323,5.7,0,0,623,11,0,0,134,2.4,0,0,4708,319,6.8
153,08085966300,"Census Tract 9663, Montrose County, Colorado",08085966300,MONTROSE,6086,1383.2,5925,1500,1125,19,494,0,0,1006,64,6.4,1500,85,6.8,328,5.5,0,0,178,3,0,0,5431,314,5.8,0,0,496,9.1,0,0,130,2.4,0,0,4425,426,9.6
154,08007940400,"Census Tract 9404, Archuleta County, Colorado",08007940400,ARCHULETA,1260,3.2,1260,152,274,21.7,68,0,0,84,3,3.6,152,0,0,110,8.7,3,2,56,4.4,3,2,1192,83,7,3,3.6,139,11.7,3,3.6,43,3.6,3,3.6,1108,86,7.8
155,08007974200,"Census Tract 9742, Archuleta County, Colorado",08007974200,ARCHULETA,5561,193.3,5504,885,681,12.4,268,0,0,617,48,7.8,885,39,3.7,382,6.9,38,4.3,83,1.5,0,0,5236,226,4.3,10,1.6,230,4.4,0,0,96,1.8,0,0,4619,157,3.4
156,08007974400,"Census Tract 9744, Archuleta County, Colorado",08007974400,ARCHULETA,2430,4.3,2430,512,339,14,101,0,0,411,27,6.6,512,16,3.4,215,8.8,3,0.6,129,5.3,14,2.7,2329,67,2.9,10,2.4,138,5.9,0,0,38,1.6,0,0,1918,84,4.4
157,08007974300,"Census Tract 9743, Archuleta County, Colorado",08007974300,ARCHULETA,3341,9.2,3295,644,447,13.6,183,0,0,461,11,2.4,644,12,2.4,212,6.4,0,0,135,4.1,11,1.7,3112,99,3.2,0,0,161,5.2,0,0,66,2.1,0,0,2651,133,5
158,08093000500,"Census Tract 5, Park County, Colorado",08093000500,PARK,2526,3.2,2526,266,603,23.9,30,7,23.3,236,0,0,266,0,0,209,8.3,0,0,99,3.9,7,2.6,2496,158,6.3,0,0,269,10.8,0,0,65,2.6,0,0,2260,190,8.4
159,08093000400,"Census Tract 4, Park County, Colorado",08093000400,PARK,1722,1.9,1722,223,100,5.8,74,0,0,149,0,0,223,0,0,22,1.3,0,0,21,1.2,0,0,1648,43,2.6,0,0,78,4.7,0,0,21,1.3,0,0,1499,21,1.4
160,08093000100,"Census Tract 1, Park County, Colorado",08093000100,PARK,6243,32.7,6243,1004,604,9.7,274,0,0,730,21,2.9,1004,24,2.5,230,3.7,0,0,51,0.8,0,0,5969,218,3.7,21,2.9,370,6.2,0,0,83,1.4,0,0,5239,99,1.9
161,08093000300,"Census Tract 3, Park County, Colorado",08093000300,PARK,2823,25.9,2740,657,99,3.6,123,0,0,534,0,0,657,0,0,13,0.5,0,0,0,0,0,0,2617,0,0,0,0,55,2.1,0,0,0,0,0,0,2083,39,1.9
162,08093000200,"Census Tract 2, Park County, Colorado",08093000200,PARK,3586,21.3,3549,649,381,10.7,148,0,0,501,51,10.2,649,36,5.2,145,4.1,0,0,43,1.2,0,0,3401,158,4.6,51,10.2,90,2.6,0,0,35,1,0,0,2900,74,2.6
163,08001009606,"Census Tract 96.06, Adams County, Colorado",08001009606,ADAMS,2817,3912.5,2817,674,428,15.2,162,0,0,512,25,4.9,674,8,1.1,98,3.5,0,0,148,5.3,0,0,2655,115,4.3,0,0,200,7.5,25,4.9,54,2,0,0,2143,87,4.1
164,08001009320,"Census Tract 93.20, Adams County, Colorado",08001009320,ADAMS,2760,3729.7,2760,785,376,13.6,335,26,7.8,450,27,6,785,44,5.4,104,3.8,26,3.3,9,0.3,0,0,2425,168,6.9,27,6,208,8.6,0,0,82,3.4,0,0,1975,106,5.4
165,08001009409,"Census Tract 94.09, Adams County, Colorado",08001009409,ADAMS,5494,3712.2,5494,1226,431,7.8,472,0,0,754,0,0,1226,0,0,194,3.5,0,0,52,0.9,0,0,5022,129,2.6,0,0,203,4,0,0,50,1,0,0,4268,166,3.9
166,08001009322,"Census Tract 93.22, Adams County, Colorado",08001009322,ADAMS,4590,9180,4590,1352,522,11.4,318,0,0,1034,46,4.4,1352,67,5.2,146,3.2,20,1.5,50,1.1,10,0.7,4272,210,4.9,16,1.5,324,7.6,16,1.5,103,2.4,16,1.5,3238,130,4
167,08001009607,"Census Tract 96.07, Adams County, Colorado",08001009607,ADAMS,4981,5660.2,4894,1156,588,12,367,0,0,789,70,8.9,1156,88,6.4,204,4.2,0,0,188,3.8,20,1.7,4527,251,5.5,70,8.9,238,5.3,0,0,79,1.7,0,0,3738,146,3.9
168,08001009304,"Census Tract 93.04, Adams County, Colorado",08001009304,ADAMS,6016,4851.6,6016,1604,627,10.4,462,0,0,1142,44,3.9,1604,46,2.7,249,4.1,0,0,168,2.8,18,1.1,5554,220,4,44,3.9,503,9.1,26,2.3,187,3.4,26,2.3,4412,243,5.5
169,08001060200,"Census Tract 602, Adams County, Colorado",08001060200,ADAMS,3855,2039.7,3855,813,290,7.5,221,0,0,592,25,4.2,813,35,4.8,85,2.2,11,1.4,26,0.7,0,0,3634,141,3.9,25,4.2,138,3.8,0,0,41,1.1,0,0,3042,36,1.2
170,08001009325,"Census Tract 93.25, Adams County, Colorado",08001009325,ADAMS,5281,3592.5,5281,936,586,11.1,199,0,0,737,16,2.2,936,15,1.8,258,4.9,0,0,30,0.6,0,0,5082,122,2.4,16,2.2,339,6.7,0,0,53,1,0,0,4345,84,1.9
171,08069001601,"Census Tract 16.01, Larimer County, Colorado",08069001601,LARIMER,1603,709.3,1603,319,182,11.4,69,0,0,250,20,8,319,42,11,41,2.6,0,0,26,1.6,0,0,1534,55,3.6,20,8,74,4.8,0,0,48,3.1,20,8,1284,33,2.6
172,08069001301,"Census Tract 13.01, Larimer County, Colorado",08069001301,LARIMER,3583,181,3583,599,476,13.3,175,0,0,424,20,4.7,599,12,2,167,4.7,0,0,104,2.9,5,0.8,3408,194,5.7,15,3.5,259,7.6,0,0,69,2,0,0,2984,98,3.3
173,08069001114,"Census Tract 11.14, Larimer County, Colorado",08069001114,LARIMER,2353,708.7,2353,465,264,11.2,111,0,0,354,11,3.1,465,14,2.6,144,6.1,0,0,27,1.1,0,0,2242,62,2.8,11,3.1,77,3.4,0,0,18,0.8,5,1.4,1888,100,5.3
174,08069001113,"Census Tract 11.13, Larimer County, Colorado",08069001113,LARIMER,3591,3555.4,3591,891,358,10,162,0,0,729,43,5.9,891,32,4.1,139,3.9,0,0,84,2.3,33,3.7,3429,79,2.3,15,2.1,162,4.7,0,0,65,1.9,15,2.1,2700,125,4.6
175,08069001107,"Census Tract 11.07, Larimer County, Colorado",08069001107,LARIMER,5380,5326.7,5380,1043,290,5.4,374,10,2.7,669,37,5.5,1043,64,6,54,1,0,0,86,1.6,39,3.7,5006,52,1,8,1.2,100,2,0,0,15,0.3,0,0,4337,110,2.5
176,08069001104,"Census Tract 11.04, Larimer County, Colorado",08069001104,LARIMER,6417,6291.2,6417,1057,365,5.7,406,0,0,651,53,8.1,1057,28,2.4,88,1.4,0,0,1,0,0,0,6011,206,3.4,53,8.1,126,2.1,0,0,19,0.3,0,0,5360,67,1.3
177,08069001112,"Census Tract 11.12, Larimer County, Colorado",08069001112,LARIMER,4915,1950.4,4915,1488,387,7.9,385,0,0,1103,29,2.6,1488,0,0,173,3.5,0,0,96,2,0,0,4530,176,3.9,29,2.6,151,3.3,15,1.4,37,0.8,15,1.4,3427,87,2.5
178,08069001010,"Census Tract 10.10, Larimer County, Colorado",08069001010,LARIMER,2546,2293.7,2421,425,328,13.5,41,0,0,384,21,5.5,425,11,2.4,133,5.5,0,0,41,1.7,0,0,2380,135,5.7,21,5.5,161,6.8,0,0,43,1.8,0,0,1996,134,6.7
179,08069001007,"Census Tract 10.07, Larimer County, Colorado",08069001007,LARIMER,3561,3297.2,3549,469,326,9.2,173,0,0,296,4,1.4,469,5,1,120,3.4,0,0,43,1.2,0,0,3376,96,2.8,4,1.4,173,5.1,0,0,16,0.5,0,0,3080,89,2.9
180,08069000300,"Census Tract 3, Larimer County, Colorado",08069000300,LARIMER,2928,1068.6,2928,498,154,5.3,174,0,0,324,9,2.8,498,11,2.1,50,1.7,0,0,22,0.8,0,0,2754,28,1,0,0,76,2.8,0,0,19,0.7,9,2.8,2430,58,2.4
